CRN,URL,Course,Title,Instructors,Course Meeting,Credits
24754,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=24754,AAAS 200,INTRO TO AAAS,"Estrella, Amarilys",10:50AM - 12:05PM TR  ,3
22742,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22742,AAAS 600,AF & AFAM STUDIES COLLOQUIUM,"Bryant, Sherwin", ,0
20330,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20330,AFSC 102,FOUNDATION OF THE USAF II,,"8:00AM - 8:59AM T  
2:30PM - 4:20PM W  ",2
20331,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20331,AFSC 102,FOUNDATION OF THE USAF II,,"12:00PM - 12:50PM W  
2:30PM - 4:20PM W  ",2
20332,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20332,AFSC 202,EVOLUTION OF AIR POWER II,,"9:00AM - 9:59AM T  
2:30PM - 4:20PM W  ",2
20333,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20333,AFSC 202,EVOLUTION OF AIR POWER II,,"1:00PM - 1:50PM W  
2:30PM - 4:20PM W  ",2
20337,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20337,AFSC 302,AIR FORCE LEADERSHIP STUDY II,,"8:00AM - 10:59AM W  
2:30PM - 4:20PM W  ",3
20219,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20219,AFSC 402,NATIONAL SECURITY AFFAIRS II,,"10:00AM - 12:50PM W  
2:30PM - 4:20PM W  ",3
25652,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=25652,AMCI 400,AMC HONORS THESIS,"McGill, Scott", ,3
23929,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=23929,ANTH 200,INTRO TO STUDY OF LANGUAGE,"Englebretson, Robert",9:25AM - 10:40AM TR  ,3
25457,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=25457,ANTH 201,INTRO TO SOCIAL/CULTURAL ANTH,"Gyal, Huatse",2:00PM - 3:15PM MW  ,3
24056,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=24056,ANTH 302,ANTHROPOLOGICAL THEORY,"Kim, Dodom",1:00PM - 3:30PM R  ,3
24921,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=24921,ANTH 318,CERAMICS AND SOCIETY,"Morgan, Molly",1:00PM - 2:15PM TR  ,3
24923,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=24923,ANTH 345,ARCHAEOLOGY IN SOCIAL CONTEXT,"Prendergast, Mary",1:00PM - 3:30PM W  ,3
24925,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=24925,ANTH 355,"SPACE, PLACE, LANDSCAPE","Morgan, Molly",10:50AM - 12:05PM TR  ,3
23248,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=23248,ANTH 404,INDEPENDENT STUDY,"Massie, Victoria", ,1 TO 9
23249,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=23249,ANTH 404,INDEPENDENT STUDY,"Georges, Eugenia", ,1 TO 9
23247,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=23247,ANTH 404,INDEPENDENT STUDY,"Estrella, Amarilys", ,1 TO 9
24063,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=24063,ANTH 404,INDEPENDENT STUDY,"Gyal, Huatse", ,1 TO 9
23250,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=23250,ANTH 404,INDEPENDENT STUDY,"Visweswaran, Kamala", ,1 TO 9
22381,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22381,ANTH 404,INDEPENDENT STUDY,"Boyer, Dominic C.", ,1 TO 9
20321,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20321,ANTH 404,INDEPENDENT STUDY,"Fleisher, Jeffrey", ,1 TO 9
22382,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22382,ANTH 404,INDEPENDENT STUDY,"Morgan, Molly", ,1 TO 9
22383,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22383,ANTH 404,INDEPENDENT STUDY,"Gunel, Gokce", ,1 TO 9
22384,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22384,ANTH 404,INDEPENDENT STUDY,"Prendergast, Mary", ,1 TO 9
25527,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=25527,ANTH 422,INFRASTRUCTURES AND POWER,"Gunel, Gokce",4:00PM - 6:30PM T  ,3
24065,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=24065,ANTH 450,INTERNATIONAL RSCH EXPERIENCE,"Georges, Eugenia; Quinn, Timothy",7:00PM - 9:30PM T  ,3
25454,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=25454,ANTH 462,BLACK ANTHROPOLOGY,"Massie, Victoria",1:00PM - 3:30PM T  ,3
25455,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=25455,ANTH 464,ZOMBIES AND GHOSTS,"Estrella, Amarilys",1:00PM - 3:30PM F  ,3
23252,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=23252,ANTH 491,DIRECTED HONORS RESEARCH,"Massie, Victoria", ,3
23253,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=23253,ANTH 491,DIRECTED HONORS RESEARCH,"Georges, Eugenia", ,3
23251,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=23251,ANTH 491,DIRECTED HONORS RESEARCH,"Estrella, Amarilys", ,3
24068,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=24068,ANTH 491,DIRECTED HONORS RESEARCH,"Gyal, Huatse", ,3
23254,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=23254,ANTH 491,DIRECTED HONORS RESEARCH,"Visweswaran, Kamala", ,3
22386,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22386,ANTH 491,DIRECTED HONORS RESEARCH,"Boyer, Dominic C.", ,3
20322,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20322,ANTH 491,DIRECTED HONORS RESEARCH,"Fleisher, Jeffrey", ,3
22387,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22387,ANTH 491,DIRECTED HONORS RESEARCH,"Morgan, Molly", ,3
22388,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22388,ANTH 491,DIRECTED HONORS RESEARCH,"Gunel, Gokce", ,3
22389,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22389,ANTH 491,DIRECTED HONORS RESEARCH,"Prendergast, Mary", ,3
23257,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=23257,ANTH 495,ANTHROPOLOGY CAPSTONE,"Massie, Victoria", ,3
22690,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22690,ANTH 495,ANTHROPOLOGY CAPSTONE,"Georges, Eugenia", ,3
23258,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=23258,ANTH 495,ANTHROPOLOGY CAPSTONE,"Estrella, Amarilys", ,3
24070,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=24070,ANTH 495,ANTHROPOLOGY CAPSTONE,"Gyal, Huatse", ,3
22747,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22747,ANTH 495,ANTHROPOLOGY CAPSTONE,"Visweswaran, Kamala", ,3
22691,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22691,ANTH 495,ANTHROPOLOGY CAPSTONE,"Boyer, Dominic C.", ,3
24071,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=24071,ANTH 495,ANTHROPOLOGY CAPSTONE,"Gershon, Ilana", ,3
20422,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20422,ANTH 495,ANTHROPOLOGY CAPSTONE,"Fleisher, Jeffrey", ,3
21787,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=21787,ANTH 495,ANTHROPOLOGY CAPSTONE,"Morgan, Molly", ,3
22391,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22391,ANTH 495,ANTHROPOLOGY CAPSTONE,"Gunel, Gokce", ,3
23259,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=23259,ANTH 495,ANTHROPOLOGY CAPSTONE,"Prendergast, Mary", ,3
24927,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=24927,ANTH 507,ANTHRO FROM 2ND WW-PRESENT,"Howe, Cymene",4:00PM - 6:30PM R  ,3
24922,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=24922,ANTH 518,CERAMICS AND SOCIETY,"Morgan, Molly",1:00PM - 2:15PM TR  ,3
24924,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=24924,ANTH 545,ARCHAEOLOGY IN SOCIAL CONTEXT,"Prendergast, Mary",1:00PM - 3:30PM W  ,3
24926,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=24926,ANTH 555,"SPACE, PLACE, AND LANDSCAPE","Morgan, Molly",10:50AM - 12:05PM TR  ,3
23260,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=23260,ANTH 600,INDEPENDENT STUDY,"Massie, Victoria", ,1 TO 9
23261,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=23261,ANTH 600,INDEPENDENT STUDY,"Georges, Eugenia", ,1 TO 9
22393,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22393,ANTH 600,INDEPENDENT STUDY,"Howe, Cymene", ,1 TO 9
22799,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22799,ANTH 600,INDEPENDENT STUDY,"Estrella, Amarilys", ,1 TO 9
24072,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=24072,ANTH 600,INDEPENDENT STUDY,"Gyal, Huatse", ,1 TO 9
20672,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20672,ANTH 600,INDEPENDENT STUDY,"Visweswaran, Kamala", ,1 TO 9
22394,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22394,ANTH 600,INDEPENDENT STUDY,"Boyer, Dominic C.", ,1 TO 9
24073,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=24073,ANTH 600,INDEPENDENT STUDY,"Gershon, Ilana", ,1 TO 9
20673,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20673,ANTH 600,INDEPENDENT STUDY,"Fleisher, Jeffrey", ,1 TO 9
22395,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22395,ANTH 600,INDEPENDENT STUDY,"Gunel, Gokce", ,1 TO 9
22396,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22396,ANTH 600,INDEPENDENT STUDY,"Prendergast, Mary", ,1 TO 9
24139,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=24139,ANTH 602,PROPOSAL WRITING SEMINAR,"Georges, Eugenia",2:00PM - 4:30PM W  ,3
24928,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=24928,ANTH 622,INFRASTRUCTURES AND POWER,"Gunel, Gokce",4:00PM - 6:30PM T  ,3
24720,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=24720,ANTH 650,PEDAGOGY,"Gyal, Huatse", ,3
25462,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=25462,ANTH 662,BLACK ANTHROPOLOGY,"Massie, Victoria",1:00PM - 3:30PM T  ,3
25463,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=25463,ANTH 664,ZOMBIES AND GHOSTS,"Estrella, Amarilys",1:00PM - 3:30PM F  ,3
20853,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20853,ANTH 800,RESEARCH AND THESIS,"Massie, Victoria", ,3 TO 9
20855,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20855,ANTH 800,RESEARCH AND THESIS,"Georges, Eugenia", ,3 TO 9
20113,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20113,ANTH 800,RESEARCH AND THESIS,"Howe, Cymene", ,3 TO 9
21788,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=21788,ANTH 800,RESEARCH AND THESIS,"Estrella, Amarilys", ,3 TO 9
24074,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=24074,ANTH 800,RESEARCH AND THESIS,"Gyal, Huatse", ,3 TO 9
23262,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=23262,ANTH 800,RESEARCH AND THESIS,"Visweswaran, Kamala", ,3 TO 9
20857,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20857,ANTH 800,RESEARCH AND THESIS,"Boyer, Dominic C.", ,3 TO 9
24075,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=24075,ANTH 800,RESEARCH AND THESIS,"Gershon, Ilana", ,3 TO 9
22397,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22397,ANTH 800,RESEARCH AND THESIS,"Fleisher, Jeffrey", ,3 TO 9
23263,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=23263,ANTH 800,RESEARCH AND THESIS,"Gunel, Gokce", ,3 TO 9
23264,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=23264,ANTH 800,RESEARCH AND THESIS,"Prendergast, Mary", ,3 TO 9
21677,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=21677,APPL 007,VISITING RESEARCH,"Hazzard, Kaden", ,0
21678,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=21678,APPL 007,VISITING RESEARCH,"Zhu, Hanyu", ,0
21679,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=21679,APPL 007,VISITING RESEARCH,"Igoshin, Oleg", ,0
21789,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=21789,APPL 007,VISITING RESEARCH,"Pimpinelli, Alberto", ,0
22629,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22629,APPL 007,VISITING RESEARCH,"Pimpinelli, Alberto", ,0
22630,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22630,APPL 007,VISITING RESEARCH,"Kono, Junichiro", ,0
24722,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=24722,APPL 007,VISITING RESEARCH,"Kono, Junichiro", ,0
24055,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=24055,APPL 500,INTRO APPL PHYS,"Kono, Junichiro", ,3
21680,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=21680,APPL 750,INTERNATIONAL RESEARCH INTERN,,,3
20431,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20431,APPL 800,RESEARCH AND THESIS,"Tkaczyk, Tomasz", ,1 TO 15
20892,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20892,APPL 800,RESEARCH AND THESIS,"Kemere, Caleb", ,1 TO 15
20893,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20893,APPL 800,RESEARCH AND THESIS,"Nevidomskyy, Andriy", ,1 TO 15
20894,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20894,APPL 800,RESEARCH AND THESIS,"Raphael, Rob", ,1 TO 15
20895,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20895,APPL 800,RESEARCH AND THESIS,"Grande-Allen, K. Jane", ,1 TO 15
20896,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20896,APPL 800,RESEARCH AND THESIS,"Patel, Tirthak", ,1 TO 15
20897,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20897,APPL 800,RESEARCH AND THESIS,"Pitkow, Xaq", ,1 TO 15
20898,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20898,APPL 800,RESEARCH AND THESIS,"Wong, Michael", ,1 TO 15
20899,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20899,APPL 800,RESEARCH AND THESIS,"Robinson, Jacob", ,1 TO 15
20900,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20900,APPL 800,RESEARCH AND THESIS,"Halas, Naomi", ,1 TO 15
20901,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20901,APPL 800,RESEARCH AND THESIS,"Kelly, Kevin F.", ,1 TO 15
20902,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20902,APPL 800,RESEARCH AND THESIS,"Kono, Junichiro", ,1 TO 15
20903,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20903,APPL 800,RESEARCH AND THESIS,"Han, Yimo", ,1 TO 15
20904,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20904,APPL 800,RESEARCH AND THESIS,"Mohite, Aditya", ,1 TO 15
20905,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20905,APPL 800,RESEARCH AND THESIS,"Igoshin, Oleg", ,1 TO 15
20906,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20906,APPL 800,RESEARCH AND THESIS,"Gustavsson, Anna-Karin", ,1 TO 15
20907,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20907,APPL 800,RESEARCH AND THESIS,"Tour, James", ,1 TO 15
20908,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20908,APPL 800,RESEARCH AND THESIS,"Alabastri, Alessandro", ,1 TO 15
20909,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20909,APPL 800,RESEARCH AND THESIS,"Ajayan, Pulickel M.", ,1 TO 15
20910,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20910,APPL 800,RESEARCH AND THESIS,"Chen, Songtao", ,1 TO 15
20911,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20911,APPL 800,RESEARCH AND THESIS,"Zhu, Hanyu", ,1 TO 15
20912,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20912,APPL 800,RESEARCH AND THESIS,"Natelson, Doug", ,1 TO 15
20913,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20913,APPL 800,RESEARCH AND THESIS,"Hulet, Randy", ,1 TO 15
20914,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20914,APPL 800,RESEARCH AND THESIS,"Szablowski, Jerzy", ,1 TO 15
20915,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20915,APPL 800,RESEARCH AND THESIS,"Killian, Thomas", ,1 TO 15
20916,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20916,APPL 800,RESEARCH AND THESIS,"Nordlander, Peter", ,1 TO 15
21078,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=21078,APPL 800,RESEARCH AND THESIS,"Wehmeyer, Geoff", ,1 TO 15
21079,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=21079,APPL 800,RESEARCH AND THESIS,"Naik, Gururaj", ,1 TO 15
21080,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=21080,APPL 800,RESEARCH AND THESIS,"Veeraraghavan, Ashok", ,1 TO 15
21308,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=21308,APPL 800,RESEARCH AND THESIS,"Luan, Lan", ,1 TO 15
21363,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=21363,APPL 800,RESEARCH AND THESIS,"Xie, Yonglong", ,1 TO 15
21681,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=21681,APPL 800,RESEARCH AND THESIS,"Wolynes, Peter", ,1 TO 15
21682,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=21682,APPL 800,RESEARCH AND THESIS,"Dai, Pengcheng", ,1 TO 15
21683,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=21683,APPL 800,RESEARCH AND THESIS,"Kolomeisky, Anatoly", ,1 TO 15
22730,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22730,APPL 800,RESEARCH AND THESIS,"Pagano, Guido", ,1 TO 15
22734,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22734,APPL 800,RESEARCH AND THESIS,"Xie, Chong", ,1 TO 15
22735,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22735,APPL 800,RESEARCH AND THESIS,"Verduzco, Rafael", ,1 TO 15
22736,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22736,APPL 800,RESEARCH AND THESIS,"Yi, Ming", ,1 TO 15
22737,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22737,APPL 800,RESEARCH AND THESIS,"Chan, Anthony", ,1 TO 15
22740,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22740,APPL 800,RESEARCH AND THESIS,"Tang, Ming", ,1 TO 15
23610,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=23610,APPL 800,RESEARCH AND THESIS,"Huang, Shengxi", ,1 TO 15
23700,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=23700,APPL 800,RESEARCH AND THESIS,"Baraniuk, Richard G", ,1 TO 15
23701,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=23701,APPL 800,RESEARCH AND THESIS,"Vlassakis, Julea", ,1 TO 15
23716,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=23716,APPL 800,RESEARCH AND THESIS,, ,1 TO 15
21376,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=21376,ARAB 142,FIRST YEAR ARABIC II,"Elsherbiny, Hossam",9:00AM - 9:50AM MWF  ,3
22068,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22068,ARAB 264,SECOND YEAR ARABIC II,"Elsherbiny, Hossam",10:00AM - 10:50AM MWF  ,3
24989,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=24989,ARAB 301,THIRD YEAR ARABIC I,"Elsherbiny, Hossam",11:00AM - 11:50AM MWF  ,3
20019,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20019,ARCH 102,PRINCIPLES OF ARCHITECTURE II,"Tsang, Maggie",1:00PM - 5:00PM MWF  ,6
22612,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=22612,ARCH 102,PRINCIPLES OF ARCHITECTURE II,"Colman, Scott W.",1:00PM - 5:00PM MWF  ,6
25409,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=25409,ARCH 105,"ENVIRONMENT, CULTURE & SOCIETY","Williams, Casey",10:50AM - 12:05PM TR  ,3
20020,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20020,ARCH 202,PRINCIPLES OF ARCHITECTURE IV,"Ansari Martinez, Amna",1:00PM - 5:00PM MWF  ,6
21364,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=21364,ARCH 202,PRINCIPLES OF ARCHITECTURE IV,"Schaum, Troy",1:00PM - 5:00PM MWF  ,6
23750,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=23750,ARCH 202,PRINCIPLES OF ARCHITECTURE IV,"Springer, Nicola",1:00PM - 5:00PM MWF  ,6
20021,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20021,ARCH 302,COMPREHENSION II,"Colopy, Andrew K.",1:00PM - 5:00PM MWF  ,6
21327,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=21327,ARCH 302,COMPREHENSION II,"Wamble, Mark",1:00PM - 5:00PM MWF  ,6
20201,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20201,ARCH 309,TECHNOLOGY II,"Castellon Gonzalez, Juan Jose",10:50AM - 12:05PM TR  ,3
24269,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=24269,ARCH 313,21ST CENTURY DESIGN,"Taylor, Rives",7:00PM - 9:30PM R  ,3
20235,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20235,ARCH 316,TECHNOLOGY IV,"Redding, Stephen",4:00PM - 5:15PM TR  ,3
20346,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20346,ARCH 345,FOUNDATIONS IN  ARCH I,"Blakely, Shantel",9:25AM - 10:40AM TR  ,3
25459,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=25459,ARCH 350,SPACES OF CONTENTION,"Jalili, Jaleh",9:30AM - 12:00PM F  ,3
25667,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=25667,ARCH 350,TOOLS FOR TANGIBLE SPECULATION,"Samuels, Danny",9:00AM - 10:20AM MF  ,3
20259,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20259,ARCH 352,FOUNDATIONS IN ARCH III,"Hight, Christopher",9:25AM - 10:40AM TR  ,3
23054,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=23054,ARCH 367,SCULPTURE STUDIO,"Tam, Kenneth",1:00PM - 3:50PM TR  ,3
23326,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=23326,ARCH 400,ARCH UNDERGRAD INTERNSHIP,"Geiser, Reto", ,1 TO 4
20022,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20022,ARCH 402,ADVANCED TOPICS II,"Tovar, Tania",1:00PM - 5:00PM MWF  ,6
21328,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=21328,ARCH 402,ADVANCED TOPICS II,"Xu, Zhicheng",1:00PM - 5:00PM MWF  ,6
20023,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20023,ARCH 423,PROF&MGMT IN ARCH PRACTICE,"Fleishacker, Alan",2:30PM - 3:45PM TR  ,3
25460,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=25460,ARCH 450,DAY FOR NIGHT,"Hight, Christopher",1:00PM - 3:30PM R  ,3
25862,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=25862,ARCH 450,BODY-PLUS,"Finley, Dawn",1:00PM - 3:30PM T  ,3
20024,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202420&p_crn=20024,ARCH 461,SPECIAL PROJECTS,"Geiser, Reto", ,1 TO 9
